id,licensePlateDetected,irregularLicensePlate,latitude,longitude,macAddress,hammingDistance
a7bda98b-0056-4259-81cf-1af5f04dac92,ZHP1B37,ZHW3B19,-23.63557277610762,-45.34868414957413,D2-CD-57-1D-74-12,4
5f104f6a-8457-435e-814e-b457dc161067,ZTM7A49,ZNM1A49,-23.63819011902434,-43.81063370677358,EB-4D-E0-1A-42-BE,2
b0cd3211-b3d7-4bbc-b867-642b8b9f11e0,WAT7K51,WAG7K61,-23.68679007781438,-45.94347864985853,33-EB-41-0D-31-5F,2
76b4c8e6-5129-4c71-9967-23190e19c7ac,UCB0A06,WCI0F06,-22.96068598095652,-43.70639562095796,24-E6-41-9E-ED-48,3
e66a320e-c96a-45e5-bfc8-d0165e670beb,DXM1U53,GIE1U83,-23.28652741587898,-45.67756862136352,97-83-94-47-D4-E5,4
e86dd61b-919c-47ad-8ca9-b8759db42945,CZF4A54,XQZ4V81,-23.72385936435235,-45.19939677854626,34-97-2B-DA-2F-C6,6
16397d22-0379-40df-8323-614fb8a35ef9,JOE7Q52,JXE7Q52,-23.54073351542433,-44.61315483864665,09-AA-AB-67-CC-63,1
75b9c393-22d8-4b43-aa4f-fd6d62596b6f,BKS1I52,BFS1I54,-23.36075227523829,-46.66404402775176,AC-37-F6-B9-EF-A1,2
e47dce87-4759-497b-8f0f-3cfa112e9038,HOU8Z96,HOU8Z96,-22.85557345258051,-44.731146630341,63-36-D1-14-1F-8D,0
cf906635-ac67-4e6e-bd56-21e76d0bfa31,TWW2Q55,WWT2Q68,-23.4447966415428,-43.23808999615731,69-D6-65-C5-B5-C8,4
abafcf38-cf67-4081-a696-36cab54bd3ba,ZTL8K15,ZDL8K35,-23.10273351904828,-43.5582465365918,85-D3-5D-6B-36-FF,2
71230aa8-0e74-4863-a696-b65508c6d508,YVZ1Y31,YVZ1Y31,-23.11177319944227,-44.8026522634182,B5-86-61-44-3E-E0,0
9ece7d79-fd51-4e51-9454-432387be777f,DNQ9Q65,DNQ9Q65,-23.3060496461307,-46.53778917569365,7D-26-43-DB-33-DB,0
7e3adacd-c631-4c1a-84d3-0755b1c6b54d,LJT8I85,LJT8I85,-23.11871132963244,-45.77509535482872,B6-33-D5-99-00-D9,0
dfaf03b2-4e06-4300-9419-8c189c24b22f,RJC4B18,RJC2B23,-23.67898865261434,-43.54857382885055,10-1D-04-50-F3-39,3
4b7ec011-db0a-48fa-aa69-b78cbd90a4a0,LVO5G93,LVO5P36,-23.12062975842023,-45.46871188256122,39-C8-D4-14-C7-21,3
6dd36cae-141d-4811-b103-b0da725cd1cf,LYB6V94,LYH8V98,-23.36360838263783,-43.53140096800909,86-67-99-2B-75-BF,3
148c23c4-425e-4b6b-b1e6-adf76bd0273b,CPK7L58,CPK7L58,-23.00257684644765,-44.64637760197964,0E-9B-D1-72-ED-C1,0
9fb2d117-4a17-4325-a226-4fe084f5f4b6,IST6G65,IST6G65,-23.75685200090509,-46.27906399936413,6D-C0-D4-2C-F8-BC,0
e70e96b2-5a0c-4ffe-b251-acaf65a3583f,RAU6O22,ZAQ6N42,-22.97128598511215,-45.8218242363298,7A-C2-6A-A6-7A-32,4
35c7da8d-3b88-40a2-b8d2-72d5eac43e37,QHA1C69,QHB1A69,-22.92191220546178,-44.80975328692266,56-FA-2B-12-8A-29,2
8b422b52-a6d9-468b-83e8-349f84868e32,QUZ7G70,EUH7G58,-23.17536353105677,-45.32215651285774,E2-02-3A-1F-A0-23,4
4e240c66-7384-44df-9219-4a9b58b38fe3,YRC4O02,YRC4O02,-22.96168050812563,-43.12625048498013,09-C8-E7-39-58-88,0
73bbec94-c4fa-4b46-a098-1eb3cd8ad1b4,RIJ4Y32,RIJ4Y32,-23.42049322664686,-44.22430065014225,D7-4E-B7-31-7D-6C,0
36067550-61b9-4540-a155-81afdef8af38,VNT9P21,VNA7P71,-23.63620789159511,-43.25532166060268,2C-B8-81-F3-CC-34,3
f9b8fc1c-9d9b-42a3-8533-f0215a22740d,ADB3P39,ADB8P99,-23.754387462196,-46.54383308418087,12-4D-A0-C1-74-41,2
666c305f-23ac-4580-a25f-90ce9e59267f,SPK6O91,SPK2O93,-23.60041031719287,-46.42059249962681,0B-97-C6-B5-17-52,2
2678a804-eac6-4d6b-bbe8-34917f041e24,GEN0M27,GEN0M27,-23.77424083651823,-43.60167247566466,31-D7-AE-3F-20-F0,0
44d58635-ee0e-49f8-8ff1-abb07f06b769,OJT4A52,OJT4A52,-23.69276332906558,-44.42082711806274,C5-46-DC-B0-BB-29,0
e4d22b23-03be-4976-aedb-a7b98ac52720,QOA4L27,QHA4L17,-23.11358670300737,-46.63950285151987,A8-BA-88-10-40-50,2
82785aa0-0442-46e0-ab13-1635944027a2,YQN7C83,EQF7N83,-23.52218114498557,-43.55498456828062,65-00-E5-CE-B5-8E,3
69f6dd35-ac78-4086-bf2b-e815ea0fa552,YNE1L76,YNE0I76,-23.47784020099016,-45.06060226647754,BB-F6-35-55-85-89,2
0996e268-3e60-4ad5-81b6-b6220bba87f0,BHC5C41,BHC8E11,-23.45148118420343,-46.52114473310505,F5-A1-5E-0B-A4-87,3
00100afb-c817-4cc6-82c4-ae9895d68642,ZKG0O45,ZLG3V45,-23.7955118634868,-44.68130809558471,A3-55-3F-FD-3B-BB,3
9425c439-8ac1-41ce-afcb-569be64bf043,THC3A76,THC3A76,-23.45163330333325,-43.57265014232294,60-0A-7A-AC-85-66,0
7587954c-9b42-4f4f-8b5e-9fb9c3deb278,ZMK5E23,ZML8E26,-22.81988771642462,-45.23690461564201,6A-25-54-41-5B-7F,3
21ad5fde-96dd-4169-9358-1f6dc5208e6d,MUE9I93,YUE4I03,-23.01939814600373,-44.89247979385483,81-C0-C7-84-B0-0C,3
4339a15d-7c09-4c23-a9c8-19934412ca30,OJZ0L17,OIZ0P17,-23.51799326504114,-43.99771404521069,B6-CC-DF-90-FC-E2,2
218b5731-4168-4c38-af03-7a92c2b49fc8,ZNK6H46,IDI6H46,-22.9249571884562,-44.67584061992398,5F-33-D1-B5-F4-47,3
a562b1e1-25e7-4881-a65a-19c340285fd3,ECA9V82,ETA9W91,-23.05746955076402,-45.81628000123619,D0-32-BB-12-8A-DE,4
7854770b-3a85-4f39-8916-4b31d47a5cca,BKZ5L15,BGZ6L13,-22.96545587913807,-45.23189706007233,E5-DC-11-23-E1-88,3
12889473-75ca-4b40-9e78-8e5efe95bd7b,EZS3Q07,EZS3Q07,-22.90317100476805,-43.19725893674993,C9-4D-E5-97-CF-29,0
cb321aea-918c-44bf-b3d3-e3f7168af61a,BAC2U12,YAC2U11,-23.75037517895871,-43.15253092870613,B5-25-E7-37-C5-20,2
0454c593-9efb-4dfe-9739-d8ee40d43346,LJA4J46,LJA4J86,-23.23762571732958,-45.42891265568758,59-91-3B-37-1C-00,1
c5a637c1-1862-41ef-b7f9-06aee278f351,SCD9E09,SCO2E02,-22.89928402312483,-45.91359777577613,9A-12-B3-0D-D3-22,3
ebfb371b-9c22-4f8e-afa5-32e29cc4d383,RGT5Y34,RGT5Y14,-22.85948225354387,-44.43499576268859,B8-78-4F-C2-8B-74,1
84273208-4e68-4dd0-bb16-fe3a85c8dea2,XSA7Z52,XSC7Z64,-23.46966280100976,-46.53621243350112,9E-C3-B3-24-F6-9D,3
8d1c482f-3170-446a-b29c-1bb2d4b8e517,DQM0Y70,DQM0V70,-23.43598272746743,-46.00937224167969,56-C9-05-B0-84-D5,1
8f6253b8-d3ea-4247-8d86-909debd05178,GTZ6K89,GTF6K80,-22.99212105048451,-46.13075599665353,80-20-96-88-96-20,2
61192aa9-c07a-44c6-bab6-4848b5fbfee6,YGO5X15,YGO4X97,-23.59324893534568,-43.43662213839762,E2-30-96-D3-F2-1A,3
9a481241-05b6-45cb-96df-d58f561b65cb,JTQ7J44,JHQ7M44,-23.226623978142,-45.11665181527404,83-92-D7-C9-96-AE,2
67ddc7c0-dac1-49dc-9ec6-c930b9dc5f36,LFJ0F62,LJJ0F62,-23.32015823755792,-45.87521352543932,79-41-5C-C1-65-A3,1
d87c7d2c-26ba-43dd-9c98-e17e65efb9f1,JKQ6D18,JIQ6R18,-23.02195059156059,-45.80418357737388,92-AF-9A-49-79-00,2
24dc8f85-23ee-45b0-92e9-07dcef7e0137,DVH9Z82,DVH9Z82,-23.05572112853278,-46.04899188152213,C7-1E-5D-93-99-35,0
ec61e244-3a7e-40c0-8cf2-d44efc64aace,ICD3R34,IJD3R94,-22.86576440343913,-46.15153488112193,9E-A0-9D-46-76-5D,2
85d6afa6-0560-4fb7-8742-a079f1cd9458,EYQ9D87,ZER5D87,-23.29415624421925,-46.14357817728139,46-F9-15-F2-6F-1E,4
302da6bc-85ec-4a2e-b568-225139beee63,PQT7O45,PWN6Z45,-23.10317199793201,-43.99535486477373,3B-EF-A2-11-66-9E,4
a6bd579c-54db-40d9-a656-5a1ead6f41e6,CAX9H03,CAX9H03,-23.59364657055383,-44.40102960756463,F1-31-DF-81-36-2C,0
e853b5e6-d599-4da2-955b-cb394e7244a2,CIE2Y58,EFE2B58,-23.66159951810565,-45.40952752898362,3A-F8-8D-99-96-E3,3
6d4ec07d-9f2d-4f81-9b34-4dca174933c6,ULR5S73,ULO5S73,-22.87152531054437,-43.96824615766783,6F-A0-3B-F1-1E-18,1
439600bb-9191-456b-8bfb-f5cd86dd6d43,VUJ6R33,VUW6R83,-23.56526707018685,-45.38904547956284,3E-9E-13-C2-83-05,2
6d970074-27b3-44a8-a651-cef520042c39,ZVS3S91,ZVB6S51,-23.10206172973448,-46.66624118072761,CE-6B-70-9A-B1-71,3
d5fc2fae-ffdd-4d73-9958-59165622574a,FCO4E84,FCO4E84,-23.08354343587493,-44.22650219352457,94-E6-3A-88-67-FF,0
2c5d9816-fcd9-42f2-96d1-892c46f7b923,RCP6S05,SCP6S55,-23.4556677881518,-44.72801690548818,2C-0A-9C-35-97-31,2
0e888a7e-8cd4-4896-9c4e-db3cd67ee5a8,MOU9Y58,EOI4Y58,-23.60748055607041,-43.20919341374628,4E-AF-C1-37-BD-A9,3
6e494f1a-c39a-4319-9f0d-63d6de21310e,OCY0I40,OCY0I45,-23.02441308401406,-44.30967380336562,8E-67-3F-A5-D0-DD,1
1fe7d761-6557-49a1-9756-ea0d0f17c9c7,EDE3Q76,CDE3Z76,-23.27713646706339,-43.19335751682345,E6-66-E1-ED-3E-A8,2
ff74f5bb-e78b-4ed8-971c-fe630357c17e,CNS0K28,CKV0K16,-23.1380465789994,-45.36837968609217,EC-C8-4A-17-4E-A2,4
997eefd3-bcb8-4cf6-b0c3-f7072d32506c,RSE6T80,PSE8C80,-23.59185499759136,-45.0074956235276,45-22-17-30-43-6B,3
4f49f484-00aa-444e-a6d6-90a72b4c3421,JMJ5W79,JMJ5W79,-23.64158286626321,-44.67641415069301,20-08-2D-A8-54-D7,0
b81c3230-8445-43fb-a72a-f1bcf2bd6bc9,HAR3U79,HAR3U79,-23.79623052993261,-45.69748298020354,3A-1C-A5-E7-A4-1F,0
98b84cfa-c3be-4fc8-9459-62a7941e968b,XGM8S46,JRX1C97,-23.53418209416307,-45.01129580491524,00-6A-09-79-AE-93,7
2d90ffc5-e933-47f3-9fa8-8eeee33240b4,YDN4S42,YJG4P42,-23.65257461297417,-45.31618941436852,49-53-35-AA-CB-AA,3
9826b737-f1c0-4238-bca4-8f67bffa31fc,TEX6I13,TEX6I17,-23.78327325393089,-46.42939072111859,BB-B0-C5-B5-DE-A8,1
0ebf2648-37bd-4fac-9f13-98d7fa20633a,HQQ4E81,FQQ7I81,-23.00602916461176,-46.74719873167857,15-DD-83-D6-33-EE,3
8a7f0988-daa9-40ae-b160-a887455db986,CJE4W37,CJE4P38,-23.71670603839008,-44.81908460331594,64-19-9C-16-3E-28,2
bdebffc0-f274-41d3-96b2-0e5766d90d4b,GMR8N60,OXR0L36,-22.80492900471113,-43.62371401122805,51-2C-61-D6-D7-5C,6
83de527b-16ab-4f42-9a6c-d17bd84e7317,HGQ7R43,HGQ7R43,-23.2119355136455,-44.37691695854021,55-4A-70-18-2D-25,0
73513af3-b13f-4f70-9f54-ec810ba95ecd,FUF3M18,FUE3M18,-23.56481748183584,-45.92635442854781,BF-DA-44-7A-E2-B3,1
b3e3eef5-45bd-413a-bc63-67c7546f2d97,EYW8W77,EYX7W05,-23.23054608326488,-43.56455154764515,38-81-3E-17-8F-12,4
9cb7c0f5-ea7c-47da-8ea8-a6f04aecfd24,FYV6A14,UZV4A19,-23.39624875168913,-44.75800536203522,45-9E-5B-65-45-52,4
a3b63bbf-f27d-4291-b072-a4187b0417e7,JFY4U79,JFY4U79,-23.65853764755014,-44.20070932881791,1F-BB-47-D1-E1-F1,0
175a5ce9-9436-40ab-8f5f-4e43cd8cb2c4,TTS5E84,TTS8E84,-23.48317665296028,-45.219634782499,C9-98-47-BF-01-D0,1
8022bbc2-eb7d-48ec-9844-39cdfb198f97,EPG2P94,QBG2P94,-23.63667661942064,-45.9104324462482,43-99-E0-11-31-44,2
555e8cfe-b277-47c7-bec4-58052fcb9c05,JVM7P06,JVL7P96,-23.39015666087492,-43.88779211434199,3A-35-50-4F-0A-0F,2
fc5e25b7-56ae-4981-a54a-04736a7a4598,HDS5X04,KDS5B04,-23.3393253345854,-45.62821184761649,FD-75-15-58-04-D3,2
6940334c-96bc-4aae-9d7c-41910e6e3db7,ZKN8L43,ZJN8X76,-23.2693845835192,-44.95305264695882,17-87-FF-EF-DA-E0,4
ee0b5f68-42de-4d2d-9b36-ffc132c4ad40,NFC7S86,NFC7S86,-22.88482750054509,-44.44288046052425,F2-8C-CB-9B-66-1B,0
c38a4c54-5284-425f-b714-2736dbaf4305,BNK9D67,XPK9I87,-23.52015762016938,-45.06597484684668,37-38-2E-05-20-E1,4
b72a9883-c80e-4297-afe6-85de48671380,UNB1G24,UNX1G24,-23.29242289040631,-43.21086429214429,65-79-D7-B6-E0-E0,1
0dc3e54c-08a4-4394-940d-5456ead7a909,RTS5B47,RTX5B47,-23.19771782697248,-44.42849482806688,E9-8F-E5-7F-D2-F4,1
1493579d-e527-45c1-add3-a1129638bc99,EZZ4U79,EZU4U79,-23.16619809333426,-43.64277510457159,86-AF-1A-9C-75-39,1
85ea349a-45a2-46a1-bbbc-0262e9416755,AXC6G20,NAB6X80,-23.01747279318793,-46.76569972387918,40-66-2D-0C-03-06,5
25691b06-c3f5-49f2-a576-897d5296622a,WND7F59,KND1F79,-23.6287401030927,-46.65136979721201,8A-08-5A-A4-E0-76,3
b541266f-f34d-4db1-8b49-50aec1f04e55,ZQE6N68,ZQE6N68,-23.56772656521332,-45.86575778226685,D7-61-57-57-F3-FF,0
6c848c08-ba1c-4383-9ee8-71a3d686ee3b,UZT8V68,UZT8V48,-23.12900537153372,-45.62338645499715,48-AD-AA-24-4A-A7,1
6e8d105a-a4bf-491a-8d13-f6278103c7f0,OHP8D16,QHQ8D46,-23.10521379397106,-44.39105895617963,08-F0-24-2D-B3-BA,3
a0298f37-7408-4857-bc56-a8d4398518e9,AOI2C93,AOI2C98,-23.26811047591767,-46.44988529770676,2C-72-F9-C5-EE-5A,1
e7b0774f-910e-43af-825e-35787f8f63f3,KWD2U99,QWA5U99,-23.46056226423738,-43.71172007457292,C3-09-9C-76-0E-54,3
fb202ddd-2ec0-4fc2-9954-1b4387ea557b,ODF9G04,ODB9G04,-23.11365221345258,-46.37273160678328,A2-E8-95-68-C6-0F,1
857e56bd-2c7c-423b-9b62-2754978a6be8,NRO8U44,UDQ8U44,-22.86492597259751,-46.68717606907548,36-3E-57-F7-A8-C2,3
4b569f1f-2613-4028-adbd-a61956dbb330,TQU6P98,TQW6O97,-23.6125058698855,-45.90917504675849,FF-AC-E3-DE-4A-A2,3
68ef3ee9-c84d-4860-ad8f-478c7d040fc9,HOP8H19,HOP7H19,-23.52403968719814,-45.73760486884708,99-D2-29-8A-09-F3,1
5d427a94-86d1-4040-81cb-bd40c03e13dd,VMJ8E51,VMJ8Y56,-23.51181984599153,-46.58957179769694,75-B0-2C-D9-1E-1F,2
ddbe0966-df55-4bf7-b3ac-8681b7fb5107,XDV5Y19,XDV5Y79,-22.93912199359896,-43.46330934924632,4E-C6-5F-92-8C-54,1
dab61d57-de47-4e1e-95c4-a9191f7dc0f6,CZW5W65,CWW5W60,-23.77432435102974,-46.47260830603182,74-48-E0-5D-D6-F3,2
57c20b16-133a-4048-b54a-5037af11049c,INL1G81,INL1E81,-22.98537434808583,-44.06486790653492,E1-55-0C-FE-94-AE,1
0ecd68e3-5d97-48d7-a901-56fced6369be,JKB4M39,JEE4M39,-23.31072239073094,-44.61483209969575,FE-18-6A-C4-96-7D,2
3be4201d-c914-4468-af8d-e76472acc412,RAP1E41,MGZ8E61,-22.94889939012199,-46.13867217739033,1C-97-02-B5-8C-76,5
9bd53bc6-1ff4-42f5-a7f2-bc7e954a3b18,KFX3M50,KFX6M50,-22.82962014798545,-44.47867744013708,8B-FB-04-19-74-E3,1
8c434c2c-54e9-43e6-8cb9-5f5dd4d8e8eb,NHX5Y57,NHX0Y57,-23.68418790376017,-46.1686979338643,63-C0-BC-6C-6D-B1,1
176a1cd4-ba0a-4898-87f0-8e1299db7b94,SHO8W69,SFO8W69,-22.89832311640041,-45.57203787543701,99-50-F2-1C-4D-58,1
e55ffb2e-09e1-4ad6-8081-f252e46e0742,JVR4O98,JVA4O98,-23.2508170081419,-43.53960239467691,D0-27-16-0A-7D-6B,1
643be866-6145-44d0-bafb-ea830e020f33,CRY1N96,CMY1N96,-23.71684064778508,-45.56848846933076,52-24-16-CD-07-AC,1
d34e3dd8-4f00-4563-b340-7d6702b65585,NZR2B18,NKC2B81,-23.63881294036793,-44.20936830882576,64-ED-90-E7-6B-9F,4
27e2b491-e033-4443-b4ce-b3f78262f883,VCR2C63,VCR2C03,-22.91934288673265,-45.98139882205313,2F-CA-3E-86-EE-8C,1
b7d4343a-5bca-4b74-a893-14cae82ab27a,XNW6K33,QNW6K33,-23.74656546941324,-46.68842747743417,99-23-4B-5B-FE-C6,1
5322b5de-1d57-48dc-8450-e0f256347a4b,BVK9W59,BVK9W59,-23.57353494152897,-46.58449144779156,46-4D-75-7E-50-8E,0
7a217e4d-7073-44f7-8849-8c01f3342752,DWC1H65,DWC1H65,-23.06542369705406,-44.79721587035086,2F-32-B5-95-AD-B4,0
55ed0e4c-954d-4a92-bcda-bc579e1fef7f,DPA5C94,DPA5C94,-23.60012925956258,-43.8621070797513,49-40-9D-4C-EA-48,0
eb7e404a-2a10-4d49-9391-15d21fc13af9,XTU7M96,XSU7I86,-23.7791673546225,-44.17978257407822,CC-F9-74-E4-48-71,3
4284accd-aa33-4004-b288-d51c78baedd7,TEP2C60,TEP2C65,-23.12242612626783,-45.21878127235667,6B-24-37-1D-E1-F6,1
1d28c664-b9df-4b77-866c-fe8700718362,XXJ2A05,CXJ2A04,-23.41123037219002,-44.93521241484206,D6-F3-80-95-53-58,2
1ba87327-4c58-4bc9-940c-b86ea12f2a46,UBI9T51,UVI9H51,-22.95670644957472,-46.35724384566102,1A-A3-9A-33-58-2D,2
20837ff8-5829-4a1a-810a-9afb18e02def,DYB5D39,DYB5D39,-23.42518890016242,-43.45029982531341,06-A5-BD-8A-28-1A,0
7c819087-2528-4d8d-9de2-294253182650,LQB3B79,LQE3B79,-23.17194413068681,-43.37740963444438,4D-9C-5C-21-5C-66,1
7940542c-3463-4cca-80af-e70f2ae8ccec,KTF1H71,KTF1H71,-23.51369491378786,-45.95117101420153,FF-D7-AA-43-C2-40,0
bce95399-bf9b-471e-acee-25843b389f5e,HGA3X57,CGA3X57,-23.3634507529758,-43.58529330758526,BA-C2-25-1B-C3-A0,1
dca7f4ce-6e6a-4073-857a-6d84230243cc,UQL1Q12,FQD1Q92,-22.81175481128803,-46.15845647180461,D3-45-E5-FE-57-31,3
00d8bd54-83de-43dc-892e-1f3c5c80c436,MUW9H29,MUW9H19,-23.2599566833233,-44.90530854044151,82-F0-1A-43-87-99,1
8d5a1253-996b-4b5c-b127-9a5b5767881e,DNQ3L29,KHQ3L89,-23.58979046691719,-46.43386221753051,EB-2C-2D-A6-36-A4,3
571e9277-d9bd-46f6-bd01-3bb9403a72fc,XGU4M59,XGU6M59,-23.39679314357219,-45.36613625259116,EA-3C-5D-95-57-02,1
4078499a-53d2-4b22-865c-4740b8cfd64e,MBF5R63,MMF5R68,-22.98654793610073,-43.99410041836396,97-A9-A5-4A-5B-8A,2
18fffd58-1cff-4376-8164-70421b87c7f6,LBK6L31,LBI1L31,-23.30194995981424,-45.33383704748983,B0-47-44-60-61-B8,2
98bf6e88-b4f9-4ccf-8bb6-b8bb9f96879e,YWM6C88,YYM8C88,-23.62242741299465,-45.85083483457289,36-64-AE-67-BD-03,2
dd20302e-9eda-4ea0-a9d1-ed5bbafe5393,TCA3Q50,KJN0D80,-23.7902199058704,-43.6759039221894,82-33-39-19-DF-46,6
e0874643-5c4b-4ee4-a3fd-80fba53749c0,ABD1W40,AXT1N40,-23.03113872598014,-46.35470507720825,38-A3-F1-88-F5-47,3
d885bc07-e736-4310-ab5f-8b5cc9823401,PPF9S29,PVQ6K29,-23.62212150113892,-43.79507649092644,AF-FA-CD-1C-91-59,4
2dcb5ddb-f950-4cc1-9453-7d565901d912,GMX2T16,GMZ2N16,-23.17367712401921,-45.70501781579496,43-F8-D1-4D-01-83,2
0ffe0ca8-12b0-4f0e-a8ed-18f9f4df5ea4,IKQ5I82,IDQ5I22,-22.89899464390183,-46.20661274194687,61-73-21-36-B3-71,2
3009b795-8d2c-42b3-894a-ab5738cecd45,CXJ1W12,CXJ1F12,-23.12611486922052,-46.60587757032265,F8-F8-FD-9C-B2-DA,1
5fa4fec9-16eb-4a08-b4a8-6b70c6da35be,ZZS5V14,ZZS5B33,-23.06610806854999,-46.58754787733289,25-13-17-DA-91-56,3
4d3c0a61-1fb7-4dfd-8be0-74364e54c7de,RRU2K55,RDU2K54,-22.93072001213019,-44.80417194055959,7C-A7-30-D4-5E-23,2
1acf0624-08a4-418d-b6e4-7a5e53478de8,ARR8O70,ARR5A70,-22.98508232723403,-44.80076020385943,73-58-7E-D4-C8-B3,2
6f61b672-50ad-4c48-958b-3858fdeb4e08,JSF7U10,XSQ7U10,-23.68640662247189,-45.54395852517476,E9-F4-1C-20-84-62,2
a200a0c8-fd8c-40c0-91c2-10c04a6f8469,YYM9Z58,NIM9Z48,-22.94677131347139,-45.61404505973417,68-7A-73-B5-2B-5E,3
3b29c2ee-f1ac-4d4c-8239-baec7410260b,HJB4Y00,HJB4Y00,-23.6380318056654,-43.51533066339144,82-8F-E7-76-74-2D,0
cc189014-aab7-4750-97b9-58f88817980b,FPI1B21,BPN1B21,-23.16388219391235,-45.88321840971202,21-30-C2-DC-BB-0F,2
